uID,roomNumber,name,licensePlates
068291884,W-719,Người 7186,40E-583.70
411886127,B-135,Người 7187,24J-967.81
232717768,D-558,Người 7188,89Z-416.93
526649397,D-620,Người 7189,69G-374.88
640158183,C-734,Người 7190,46Q-159.62
238430520,D-182,Người 7191,61A-899.94
734114058,P-914,Người 7192,64G-382.67
021796542,G-225,Người 7193,95G-433.45
533578407,Y-246,Người 7194,23J-918.31
820622978,G-926,Người 7195,97R-120.54
697411895,C-547,Người 7196,59H-601.98
510729189,U-218,Người 7197,67M-525.77
558203720,T-233,Người 7198,33E-977.29
646259977,Q-795,Người 7199,37N-575.93
917974728,Q-253,Người 7200,38P-543.73
278031957,C-645,Người 7201,55I-327.36
584062847,B-459,Người 7202,56Z-853.41
755323025,E-206,Người 7203,27F-146.39
512953880,L-971,Người 7204,88E-532.40
230391867,C-309,Người 7205,94M-483.82
769548523,U-638,Người 7206,65T-695.93
820056747,H-339,Người 7207,76Y-783.69
013621345,N-386,Người 7208,40M-488.30
381282061,E-255,Người 7209,70Q-217.89
750842063,Y-647,Người 7210,71O-535.88
942278478,O-798,Người 7211,21Z-677.21
547586471,Z-208,Người 7212,48N-121.14
566032266,E-427,Người 7213,83V-105.91
969635947,W-278,Người 7214,78A-710.24
801117467,K-191,Người 7215,11Q-859.98
144346439,P-248,Người 7216,57O-437.50
197021379,F-167,Người 7217,83C-865.62
940716375,E-535,Người 7218,43W-906.41
043745334,L-923,Người 7219,63S-802.26
782407369,R-322,Người 7220,56X-260.59
857002885,Z-649,Người 7221,43O-508.86
271983867,W-295,Người 7222,33L-329.69
700671774,Z-968,Người 7223,40K-975.81
498910603,Y-533,Người 7224,66S-793.79
967876756,M-124,Người 7225,11D-324.30
188029670,G-687,Người 7226,21J-708.79
643590088,Q-299,Người 7227,65G-912.91
466411616,W-129,Người 7228,29N-563.60
493493304,Y-251,Người 7229,84N-298.27
585552435,C-901,Người 7230,46V-983.74
608104376,H-114,Người 7231,25K-532.47
623648163,U-557,Người 7232,19D-452.98
864160569,C-519,Người 7233,76J-975.14
265260885,X-251,Người 7234,37Y-524.92
965382046,R-852,Người 7235,75S-994.89
761192194,J-109,Người 7236,85C-773.50
464181800,B-117,Người 7237,87Q-723.24
419880786,S-774,Người 7238,33R-357.27
555107480,C-234,Người 7239,34I-885.57
736340025,R-416,Người 7240,30R-549.35
443319734,H-955,Người 7241,61O-823.29
268351846,K-305,Người 7242,12U-831.99
161459088,S-697,Người 7243,10G-557.23
704046248,C-137,Người 7244,12U-855.51
760859581,X-193,Người 7245,57D-825.20
662031884,B-558,Người 7246,77G-247.26
177833705,N-463,Người 7247,85B-140.74
918019601,L-162,Người 7248,68L-498.39
750924832,L-313,Người 7249,76K-446.61
912327717,J-161,Người 7250,54V-918.36
026235600,Z-851,Người 7251,25N-665.19
250572490,B-674,Người 7252,56P-349.88
082185495,B-825,Người 7253,12V-722.36
967865352,P-101,Người 7254,42X-754.83
752214248,R-124,Người 7255,27V-629.74
418375337,C-537,Người 7256,91F-458.42
259801930,P-739,Người 7257,86X-477.19
966829787,L-191,Người 7258,23L-335.84
867138346,B-879,Người 7259,87L-995.38
762657821,Z-723,Người 7260,52R-387.18
254788328,D-300,Người 7261,35A-502.21
359644631,I-684,Người 7262,63W-256.11
497632068,G-773,Người 7263,15W-516.66
104995531,C-173,Người 7264,59N-800.47
598110110,H-438,Người 7265,83Z-776.51
494554058,P-161,Người 7266,97R-292.55
122280721,R-893,Người 7267,81Q-980.51
743753606,L-248,Người 7268,73R-187.28
896495363,O-196,Người 7269,65U-864.12
093100313,K-713,Người 7270,50J-792.64
553059844,Q-190,Người 7271,55R-753.23
368842674,R-622,Người 7272,43H-720.67
339415978,O-389,Người 7273,83W-654.48
204130456,C-277,Người 7274,94I-697.75
974525794,D-966,Người 7275,29K-413.16
005839205,N-136,Người 7276,46V-836.90
307485256,U-679,Người 7277,40E-745.14
338559390,U-647,Người 7278,85O-341.52
231925864,Z-166,Người 7279,21E-929.59
400352364,S-585,Người 7280,84Q-622.49
808559113,M-576,Người 7281,64L-544.44
238905088,H-231,Người 7282,55P-769.19
908342816,W-631,Người 7283,42O-471.44
020414984,O-391,Người 7284,54I-224.21
594604660,O-548,Người 7285,91D-514.22
024020032,Q-789,Người 7286,22J-672.32
096998377,I-195,Người 7287,35N-927.23
008923622,O-115,Người 7288,26H-299.23
513755311,D-326,Người 7289,47P-990.10
200469255,N-916,Người 7290,22Y-857.64
485940507,Y-169,Người 7291,77V-467.22
636488480,B-681,Người 7292,76L-879.95
446141451,A-249,Người 7293,23X-174.97
774666396,O-394,Người 7294,48B-696.16
930290302,L-394,Người 7295,27I-475.17
070257606,N-460,Người 7296,90B-396.17
678382407,M-125,Người 7297,23U-317.67
575749069,B-454,Người 7298,40R-367.11
929487501,F-485,Người 7299,73A-496.17
833029721,L-546,Người 7300,91K-677.77
928523441,T-500,Người 7301,18E-670.89
460663032,V-638,Người 7302,32C-426.39
272554471,K-537,Người 7303,97B-936.48
599280871,Z-854,Người 7304,51Q-811.47
334519877,T-866,Người 7305,49R-552.88
231166598,L-475,Người 7306,68C-708.76
100612136,S-962,Người 7307,75P-309.53
896873284,M-471,Người 7308,93I-566.35
182040285,I-453,Người 7309,32R-707.43
206740822,G-330,Người 7310,72Y-545.10
771093656,E-979,Người 7311,68C-440.94
033507335,O-301,Người 7312,97G-302.43
812366796,B-869,Người 7313,67U-363.39
252275228,T-156,Người 7314,27F-519.86
846949775,M-107,Người 7315,44E-365.16
502044867,S-240,Người 7316,52U-536.50
252033056,X-327,Người 7317,57N-907.22
639177769,I-555,Người 7318,44J-296.44
529804988,K-302,Người 7319,59Y-577.40
771823244,Z-150,Người 7320,62A-549.48
889091591,V-447,Người 7321,67G-181.90
929422317,U-932,Người 7322,84O-986.61
597325284,T-681,Người 7323,61A-932.53
710104406,N-948,Người 7324,97J-931.29
850684543,J-437,Người 7325,91K-984.42
494489464,R-757,Người 7326,56C-804.76
970231467,M-465,Người 7327,54I-356.39
453049322,C-965,Người 7328,62X-995.19
204228612,B-597,Người 7329,45X-115.96
607683241,Q-211,Người 7330,60O-151.74
163472633,E-745,Người 7331,61O-771.52
025873732,F-501,Người 7332,38R-770.32
354377191,B-708,Người 7333,59K-988.65
079555434,C-926,Người 7334,92M-222.51
291164490,A-480,Người 7335,38W-265.96
523264646,U-571,Người 7336,27X-341.42
185176449,Y-137,Người 7337,68E-170.17
273406561,V-695,Người 7338,10I-522.93
801274720,D-902,Người 7339,13M-994.26
526637595,X-241,Người 7340,58Z-976.10
742361389,I-599,Người 7341,45Q-989.68
772480792,X-560,Người 7342,24T-625.58
505366321,M-980,Người 7343,30V-113.95
550385211,S-219,Người 7344,91G-993.45
521189583,W-154,Người 7345,28C-358.70
276362487,V-939,Người 7346,54M-646.32
864390202,B-860,Người 7347,13X-867.34
314514035,W-427,Người 7348,75D-731.43
753820241,S-112,Người 7349,50P-557.35
308861205,M-289,Người 7350,36D-293.64
352304680,L-864,Người 7351,33W-812.19
920762653,S-614,Người 7352,58Y-510.78
068982511,H-794,Người 7353,75B-631.81
926677849,Q-931,Người 7354,44M-769.83
099834645,B-351,Người 7355,69E-291.62
946412368,Z-481,Người 7356,88Z-481.66
125677258,W-882,Người 7357,72W-692.41
811419532,J-627,Người 7358,35D-235.70
561212645,U-422,Người 7359,95T-304.59
939915342,T-836,Người 7360,56X-112.85
146014483,A-883,Người 7361,12Q-898.85
727997256,T-839,Người 7362,13Y-233.20
732517908,M-344,Người 7363,55S-277.42
369178791,J-400,Người 7364,86F-976.11
769698522,T-432,Người 7365,16J-833.17
387396963,G-152,Người 7366,25T-430.39
196674393,G-402,Người 7367,66X-221.37
961431201,B-820,Người 7368,18J-729.70
704983666,V-377,Người 7369,63M-784.73
180051471,O-861,Người 7370,57E-747.99
136613919,C-187,Người 7371,28P-829.57
418867364,D-117,Người 7372,54J-990.95
021014051,V-686,Người 7373,39P-424.32
781496838,U-467,Người 7374,53Y-759.35
751148737,K-212,Người 7375,20J-441.57
339101658,X-652,Người 7376,70G-843.71
798063603,V-785,Người 7377,89T-873.12
936979766,O-382,Người 7378,50O-799.50
057123120,Y-793,Người 7379,32S-540.89
463834407,G-253,Người 7380,88M-467.62
852317720,K-986,Người 7381,68M-144.55
460894061,B-649,Người 7382,60E-708.22
632741189,X-166,Người 7383,82O-622.93
784680908,O-485,Người 7384,50G-932.73
012901459,V-388,Người 7385,64C-889.94
800257839,X-532,Người 7386,59I-274.16
515383387,P-310,Người 7387,29I-593.57
162826166,E-919,Người 7388,16I-323.15
420487309,C-395,Người 7389,30G-854.52
024657646,U-851,Người 7390,90B-326.56
658307574,U-595,Người 7391,98B-569.46
231277128,X-515,Người 7392,17R-324.23
875214958,C-239,Người 7393,51C-736.38
144225574,Y-197,Người 7394,69V-507.28
658964455,F-670,Người 7395,86I-566.58
605729192,I-464,Người 7396,94S-451.37
578054692,J-841,Người 7397,49F-110.98
446245217,S-208,Người 7398,54V-959.48
382900059,P-691,Người 7399,20K-289.96
333452836,D-250,Người 7400,44T-633.42
718696472,B-781,Người 7401,69N-391.50
556778850,D-524,Người 7402,25S-983.42
609654805,N-448,Người 7403,71Z-255.40
859159449,X-857,Người 7404,95W-653.91
192547355,Y-900,Người 7405,72E-486.32
584235310,J-562,Người 7406,65L-231.75
361650390,J-677,Người 7407,49X-110.67
175096989,N-329,Người 7408,58T-939.14
359570400,S-667,Người 7409,68D-239.43
955802102,S-867,Người 7410,40F-737.31
897609909,C-841,Người 7411,78N-474.82
050327021,S-813,Người 7412,37A-863.22
032169403,V-665,Người 7413,98N-718.95
167344557,S-111,Người 7414,23F-840.23
863339499,W-598,Người 7415,14A-739.98
425031521,B-836,Người 7416,81Q-759.76
411833207,W-726,Người 7417,79B-639.96
422214826,Z-835,Người 7418,80X-991.85
045984994,U-631,Người 7419,42V-273.18
888186194,W-378,Người 7420,99M-365.67
352389389,Y-342,Người 7421,23J-673.29
527792244,M-607,Người 7422,48B-777.92
786344421,V-287,Người 7423,77K-400.12
091373936,J-545,Người 7424,33T-871.98
714005605,D-929,Người 7425,67D-806.34
323711369,V-733,Người 7426,91B-861.60
339624221,Q-357,Người 7427,86C-572.24
814203718,R-522,Người 7428,11X-811.39
875399184,P-457,Người 7429,54T-691.68
629147899,B-439,Người 7430,10G-291.18
104602867,R-920,Người 7431,90K-852.66
957651731,N-412,Người 7432,85N-674.33
809510052,F-955,Người 7433,85E-599.71
128203393,I-349,Người 7434,27D-212.88
635781017,H-886,Người 7435,32A-724.30
634772919,Z-876,Người 7436,36Y-310.20
150896661,N-830,Người 7437,29J-813.63
626409224,O-177,Người 7438,55N-760.78
004201198,H-773,Người 7439,81O-651.29
651709995,R-544,Người 7440,79J-800.69
112605718,M-483,Người 7441,64J-155.36
401290164,O-847,Người 7442,88M-253.67
154256500,Q-486,Người 7443,94E-270.54
141218766,U-683,Người 7444,28L-548.71
943512145,I-947,Người 7445,57H-400.97
742666289,C-272,Người 7446,54F-406.43
421049062,U-295,Người 7447,51G-599.67
917449207,L-470,Người 7448,93Z-205.59
406656354,R-208,Người 7449,71P-884.95
292410816,O-257,Người 7450,85J-897.37
148032408,W-823,Người 7451,37C-750.44
167758489,W-666,Người 7452,34K-464.18
814318455,A-352,Người 7453,39S-426.31
726711211,A-679,Người 7454,88G-387.52
876849334,P-169,Người 7455,59B-716.23
194064389,A-815,Người 7456,91G-930.28
380277636,J-843,Người 7457,81Y-858.85
796482735,G-231,Người 7458,96V-284.11
078548078,Y-134,Người 7459,73H-511.46
872049902,V-636,Người 7460,79L-334.69
574815620,F-944,Người 7461,11J-538.88
893451809,D-271,Người 7462,61G-747.24
946803726,C-639,Người 7463,38L-487.74
465142211,N-193,Người 7464,65E-459.66
559415383,M-763,Người 7465,63F-590.26
017808789,U-240,Người 7466,65H-359.55
908106387,Y-454,Người 7467,98G-102.59
412934804,Z-893,Người 7468,72C-435.29
219687662,D-981,Người 7469,59B-618.88
224614925,Y-271,Người 7470,77Y-586.57
080926276,F-211,Người 7471,49Z-381.28
580174059,F-498,Người 7472,14F-770.53
682362765,C-105,Người 7473,82H-440.51
330677474,I-276,Người 7474,36R-939.79
010885865,Y-471,Người 7475,60R-268.33
776339170,H-696,Người 7476,90R-673.26
019447809,K-857,Người 7477,69Y-303.74
677892812,A-397,Người 7478,31V-848.61
323978037,H-589,Người 7479,82E-510.63
782744188,B-290,Người 7480,76K-831.36
919474445,W-377,Người 7481,78E-809.90
609995116,Y-953,Người 7482,69Q-819.36
256129244,I-837,Người 7483,41L-683.43
527614745,R-360,Người 7484,71Q-129.74
176663078,E-414,Người 7485,60A-816.84
299938304,H-859,Người 7486,89E-214.38
240058608,S-755,Người 7487,42Q-791.49
563949075,U-822,Người 7488,47Z-103.32
547768631,Q-670,Người 7489,66R-741.73
914664541,J-895,Người 7490,20S-310.33
537084565,A-922,Người 7491,98R-955.95
103672588,Y-232,Người 7492,85Y-828.45
245280585,N-566,Người 7493,13D-994.12
985817801,V-948,Người 7494,49L-828.10
297136544,B-181,Người 7495,47C-980.90
397955019,U-159,Người 7496,85A-458.71
405613704,K-500,Người 7497,94L-215.63
301967481,X-128,Người 7498,81B-614.62
763347135,L-174,Người 7499,86W-294.51
477324522,F-665,Người 7500,58P-802.84
740021115,O-160,Người 7501,15X-740.66
881485348,C-416,Người 7502,82I-302.72
334787302,D-780,Người 7503,26G-910.79
151932043,H-146,Người 7504,26K-263.89
793937643,O-440,Người 7505,96R-605.22
592892730,U-443,Người 7506,26K-995.86
120984474,P-239,Người 7507,13H-228.96
524204661,H-962,Người 7508,61D-905.60
722442034,Y-545,Người 7509,20L-605.32
072037160,S-173,Người 7510,91A-884.75
609552257,C-946,Người 7511,56B-861.45
793921214,H-734,Người 7512,99P-280.43
980280872,X-256,Người 7513,87A-935.43
367897234,J-770,Người 7514,27V-319.15
387858275,W-420,Người 7515,32U-761.42
743470965,J-690,Người 7516,53T-315.66
005496876,S-617,Người 7517,62M-321.33
339448013,Y-413,Người 7518,23A-306.85
004986904,E-747,Người 7519,14T-164.50
463364174,N-752,Người 7520,17D-449.23
026735466,V-492,Người 7521,67D-800.13
053309496,B-236,Người 7522,55N-388.14
039550888,U-548,Người 7523,49A-624.69
807256821,X-909,Người 7524,85G-427.84
550722143,M-886,Người 7525,11A-576.66
935589807,V-462,Người 7526,23Y-702.63
994941627,O-277,Người 7527,47Q-536.46
668620505,F-862,Người 7528,36J-624.58
860501912,E-124,Người 7529,31K-360.97
111722322,K-512,Người 7530,15J-429.52
181564727,R-365,Người 7531,79T-717.59
749355148,P-104,Người 7532,89V-552.88
520890629,Z-864,Người 7533,50W-507.42
343186770,Q-202,Người 7534,33Z-633.75
283492461,U-676,Người 7535,78P-565.85
735122127,T-719,Người 7536,26G-889.15
665775567,K-230,Người 7537,54L-737.28
173410961,B-860,Người 7538,85T-801.22
561163598,W-293,Người 7539,46N-103.86
378306232,B-331,Người 7540,95K-941.87
868634896,Z-220,Người 7541,19G-787.91
104643147,I-791,Người 7542,22J-628.89
992426595,V-111,Người 7543,88P-481.57
940638430,N-983,Người 7544,80K-754.16
893632270,G-502,Người 7545,77I-662.31
020611385,S-487,Người 7546,57T-636.20
213467728,Z-693,Người 7547,95G-403.42
661484458,Z-859,Người 7548,61H-236.49
324458001,P-441,Người 7549,73R-202.28
162573683,F-938,Người 7550,56R-219.56
808238683,Z-323,Người 7551,85N-917.61
124749015,N-379,Người 7552,58C-521.79
724887410,M-202,Người 7553,73A-128.17
593689465,Q-279,Người 7554,16J-515.15
773338610,A-470,Người 7555,66J-636.78
372524561,Z-769,Người 7556,54D-158.14
685435265,C-671,Người 7557,68Y-766.83
153221115,Q-261,Người 7558,36A-174.66
944375062,R-584,Người 7559,56I-896.88
283381698,P-162,Người 7560,73G-526.52
307234560,R-347,Người 7561,42F-798.47
610877930,U-660,Người 7562,74J-987.23
632672282,K-817,Người 7563,98R-754.59
162588244,F-687,Người 7564,75J-998.43
322804194,Z-887,Người 7565,65G-652.71
425065177,T-929,Người 7566,94T-466.23
916840498,E-771,Người 7567,57H-290.54
511234586,J-391,Người 7568,14M-475.11
046100841,U-140,Người 7569,81C-793.91
593043950,V-363,Người 7570,53E-785.91
801791212,W-317,Người 7571,51N-545.55
123956885,G-500,Người 7572,91V-452.12
426406145,A-223,Người 7573,92M-253.61
025113690,O-921,Người 7574,15J-933.61
579031524,W-717,Người 7575,45H-732.84
503556501,V-253,Người 7576,65W-986.14
836436329,T-594,Người 7577,94J-856.32
978083819,H-424,Người 7578,64V-758.62
929880995,F-165,Người 7579,88Q-975.71
816416953,U-317,Người 7580,12U-670.98
865194630,W-373,Người 7581,75F-270.66
613875307,D-526,Người 7582,89Y-164.78
538917678,T-844,Người 7583,74X-883.91
372214321,X-995,Người 7584,59P-334.38
038212724,S-486,Người 7585,59U-515.17
430805223,B-814,Người 7586,21F-795.56
711873407,M-314,Người 7587,96E-421.30
117517206,K-192,Người 7588,96U-308.81
944329351,E-212,Người 7589,26J-974.25
622139604,F-777,Người 7590,57C-999.32
164440098,N-681,Người 7591,81X-111.56
428806680,M-169,Người 7592,70A-933.75
520254274,L-301,Người 7593,73C-808.16
125757202,A-798,Người 7594,38I-646.25
072254721,F-840,Người 7595,51I-577.14
525342896,K-809,Người 7596,71I-533.91
362152307,H-992,Người 7597,13T-456.87
945447187,E-426,Người 7598,78N-994.62
179257634,D-193,Người 7599,13Y-298.66
560595012,F-510,Người 7600,35N-438.69
382365591,M-285,Người 7601,21G-263.99
663357624,X-288,Người 7602,31R-538.49
626132990,Q-932,Người 7603,58A-821.34
829762093,M-866,Người 7604,39P-586.72
193666499,X-383,Người 7605,85N-808.53
180439118,S-813,Người 7606,29D-804.92
807605413,N-284,Người 7607,95R-750.58
407860708,F-407,Người 7608,16Y-815.27
639232575,N-212,Người 7609,34Y-242.72
417293245,X-147,Người 7610,81A-665.95
253144951,E-259,Người 7611,58Y-322.29
069589790,G-884,Người 7612,72O-862.39
953872808,R-208,Người 7613,12J-268.90
570355547,Q-516,Người 7614,84W-715.98
233236564,V-325,Người 7615,20U-411.71
888964265,R-147,Người 7616,23A-285.60
467071102,P-693,Người 7617,37X-532.33
276784627,M-236,Người 7618,36Z-385.91
641013670,M-789,Người 7619,24P-820.85
803897598,D-952,Người 7620,66A-621.96
253221743,C-592,Người 7621,76C-661.50
794686068,E-397,Người 7622,24M-703.99
377097524,I-647,Người 7623,13N-235.70
123410259,D-255,Người 7624,17W-974.53
988002845,Y-846,Người 7625,79Q-248.79
511737650,B-734,Người 7626,54B-975.16
849392148,R-361,Người 7627,93M-539.98
184366048,A-667,Người 7628,94I-286.31
044536023,U-631,Người 7629,33M-174.49
150507688,X-308,Người 7630,74A-598.60
973432893,S-598,Người 7631,64C-874.54
595723302,J-457,Người 7632,50T-987.56
030151514,W-336,Người 7633,22K-283.52
117725320,Q-450,Người 7634,54L-301.94
022100162,Z-930,Người 7635,87D-446.74
899168558,K-685,Người 7636,72X-140.36
729645858,E-636,Người 7637,84J-474.85
206101392,H-791,Người 7638,97F-422.74
499357507,J-540,Người 7639,86R-659.32
922904649,G-675,Người 7640,92A-461.27
752945878,N-327,Người 7641,26N-367.24
997457650,Z-202,Người 7642,38S-254.46
185835423,A-826,Người 7643,77R-653.34
953633036,P-679,Người 7644,87C-391.82
492606555,T-266,Người 7645,96F-388.25
150929619,M-632,Người 7646,90X-105.53
737058137,J-180,Người 7647,22R-185.77
024034670,G-809,Người 7648,32A-947.15
831740791,J-997,Người 7649,14I-869.17
443629699,O-270,Người 7650,73W-366.30
741658608,P-695,Người 7651,60P-550.86
421800047,D-876,Người 7652,45M-161.94
958800937,T-340,Người 7653,15R-621.80
416410680,N-984,Người 7654,30Q-416.20
868592910,A-399,Người 7655,81C-307.17
900740584,M-114,Người 7656,70B-204.19
433799336,W-776,Người 7657,66I-400.75
227994071,T-935,Người 7658,64B-670.80
014175403,S-167,Người 7659,70P-534.15
757831105,B-834,Người 7660,50T-482.25
061603523,W-596,Người 7661,34Z-551.78
643515039,R-663,Người 7662,92B-286.58
724987328,C-573,Người 7663,21J-560.83
151485922,U-471,Người 7664,92H-138.56
902245133,B-809,Người 7665,99N-603.76
370806231,Z-196,Người 7666,33Z-370.62
740071061,K-240,Người 7667,16L-907.75
521471965,R-675,Người 7668,32V-447.82
559995713,N-946,Người 7669,80D-428.48
648773921,Q-256,Người 7670,88M-457.55
849401504,D-574,Người 7671,87N-962.67
579021609,Z-190,Người 7672,70X-420.35
276148765,R-273,Người 7673,23N-481.85
042806198,A-293,Người 7674,42O-137.54
418661741,N-124,Người 7675,22A-367.53
088917561,E-861,Người 7676,93M-861.46
148698606,G-802,Người 7677,32R-927.89
716083548,K-235,Người 7678,75L-700.85
854581527,Q-558,Người 7679,54A-245.86
122563370,A-150,Người 7680,39K-166.17
489373028,X-455,Người 7681,39B-871.94
272206243,Y-741,Người 7682,62D-866.80
083485889,J-259,Người 7683,48K-164.96
638644600,C-578,Người 7684,19E-401.37
984885733,G-165,Người 7685,29N-304.61
058652210,U-630,Người 7686,34S-649.39
169831968,R-373,Người 7687,36Z-889.32
620325201,U-112,Người 7688,87O-490.99
739280166,R-684,Người 7689,55N-639.38
408092222,T-599,Người 7690,61D-632.30
369074088,O-967,Người 7691,40Y-541.96
720188273,B-952,Người 7692,64N-164.35
142729277,L-468,Người 7693,15O-722.45
714664106,P-759,Người 7694,76M-318.65
519267655,M-928,Người 7695,44R-496.42
492465209,Z-519,Người 7696,35G-789.76
936584251,S-372,Người 7697,66N-653.22
532200565,R-182,Người 7698,41O-479.39
943026048,J-351,Người 7699,64A-146.81
006527830,Q-495,Người 7700,99T-669.38
792214912,L-851,Người 7701,54A-328.58
212379820,J-254,Người 7702,99S-935.79
103457042,P-633,Người 7703,89Y-328.79
412246118,V-167,Người 7704,29L-276.41
577364842,W-407,Người 7705,85K-980.50
597816878,M-341,Người 7706,36D-851.64
450693667,C-228,Người 7707,54S-257.56
002981676,F-574,Người 7708,10N-644.24
455841366,K-290,Người 7709,63Q-802.59
358232182,A-537,Người 7710,64S-740.94
014282283,K-788,Người 7711,56D-674.46
417240287,K-183,Người 7712,17Z-417.42
778362822,R-296,Người 7713,23X-643.52
222249967,T-341,Người 7714,70W-215.17
013545419,G-415,Người 7715,40X-264.85
916668796,U-931,Người 7716,80D-900.83
685810819,M-975,Người 7717,33I-738.66
075043365,Y-618,Người 7718,68U-766.93
929404025,W-942,Người 7719,29N-120.60
359295994,N-860,Người 7720,69W-893.21
597345800,R-386,Người 7721,22T-681.59
518323311,Q-644,Người 7722,16W-813.81
419387604,B-155,Người 7723,99C-503.86
481624823,M-793,Người 7724,57A-290.42
019594068,X-429,Người 7725,86Q-203.19
848481838,E-862,Người 7726,16C-164.77
658973221,K-771,Người 7727,84U-231.23
601736391,Q-811,Người 7728,91U-110.63
986323180,B-305,Người 7729,77G-753.97
997717449,V-485,Người 7730,83W-921.81
308582670,Y-145,Người 7731,96T-789.49
209670134,S-832,Người 7732,86X-993.47
117681622,S-604,Người 7733,33Q-865.57
015069010,Q-632,Người 7734,10X-511.31
393545988,P-375,Người 7735,73W-495.61
524553824,R-465,Người 7736,66S-303.55
857535945,H-748,Người 7737,58R-240.31
460641227,W-959,Người 7738,97J-601.41
115321247,V-540,Người 7739,85N-433.25
705718284,K-682,Người 7740,90Q-279.16
508295871,X-437,Người 7741,42F-764.72
969296226,P-160,Người 7742,85O-200.75
363494790,X-761,Người 7743,77U-846.50
983194669,F-524,Người 7744,56G-430.23
073175397,U-944,Người 7745,26F-684.69
524947322,K-745,Người 7746,13Y-494.73
953285233,M-370,Người 7747,95P-941.66
324629246,G-891,Người 7748,32G-790.99
835626177,A-808,Người 7749,21K-817.88
912143522,O-914,Người 7750,96Z-914.81
665983933,F-325,Người 7751,37D-858.71
956677862,N-601,Người 7752,22I-613.28
266392026,A-141,Người 7753,61R-912.38
054411791,K-696,Người 7754,11X-594.90
011126429,M-221,Người 7755,65J-489.84
902322666,Z-807,Người 7756,72K-402.25
885324354,P-146,Người 7757,19V-819.43
964717113,V-902,Người 7758,28K-557.71
282127005,B-553,Người 7759,97G-247.13
751247709,S-932,Người 7760,76C-964.42
878585107,G-458,Người 7761,28H-282.57
298575093,H-284,Người 7762,25Y-812.26
543422368,L-758,Người 7763,80O-429.84
042008843,B-340,Người 7764,12L-452.68
424734567,C-322,Người 7765,64N-820.75
035638509,B-274,Người 7766,55G-245.93
312851850,K-285,Người 7767,80R-569.26
111789831,R-262,Người 7768,67A-346.10
244169809,K-873,Người 7769,59K-891.94
194131761,E-301,Người 7770,39Q-205.47
968021091,Z-784,Người 7771,66R-644.24
416294414,Z-854,Người 7772,74S-162.30
827105443,Q-549,Người 7773,66G-659.35
765867152,J-383,Người 7774,40K-976.41
947576302,U-941,Người 7775,96B-970.63
257550030,G-703,Người 7776,85G-350.35
447700349,N-410,Người 7777,17X-694.97
738097612,M-591,Người 7778,27Y-246.40
951704806,C-311,Người 7779,12B-404.31
382457501,H-263,Người 7780,74L-395.94
907086831,I-690,Người 7781,48D-230.77
427832086,L-828,Người 7782,81K-833.38
593335002,R-745,Người 7783,67U-138.66
344487732,H-908,Người 7784,99C-827.12
741423641,W-682,Người 7785,24Z-724.56
240280130,O-155,Người 7786,14E-476.20
183343254,H-575,Người 7787,69C-805.78
646189052,I-562,Người 7788,21J-439.39
189745554,O-556,Người 7789,95R-639.65
268098148,D-276,Người 7790,28S-841.21
898661143,U-399,Người 7791,28F-253.76
686183947,M-689,Người 7792,96T-476.10
569305249,Z-364,Người 7793,75O-348.25
187404736,N-317,Người 7794,49Z-442.62
497977011,B-951,Người 7795,87S-617.52
849307364,Q-965,Người 7796,62J-909.44
598601976,A-880,Người 7797,68A-936.30
331161293,X-362,Người 7798,35W-892.77
580186553,F-929,Người 7799,89R-611.23
151316550,I-212,Người 7800,83N-145.87
600202213,I-324,Người 7801,31U-192.79
397103611,M-328,Người 7802,36V-868.42
754178804,N-456,Người 7803,17E-852.14
101379944,Q-303,Người 7804,91A-153.55
686642685,C-985,Người 7805,69O-814.26
627031940,X-578,Người 7806,13R-776.71
599872236,I-564,Người 7807,21N-459.32
038695050,L-591,Người 7808,82Y-593.70
927675114,P-917,Người 7809,73A-832.72
612377662,C-361,Người 7810,23V-940.65
838628757,N-722,Người 7811,94G-575.92
593855901,P-916,Người 7812,30F-332.81
557045459,V-106,Người 7813,82R-482.57
515906640,H-509,Người 7814,13A-434.94
223868893,U-176,Người 7815,80W-959.65
187701330,N-862,Người 7816,86O-707.92
787765590,S-196,Người 7817,89W-996.18
334249588,V-890,Người 7818,33W-415.21
888426892,G-796,Người 7819,37E-476.39
668109280,L-248,Người 7820,57I-337.55
764106632,Y-987,Người 7821,39Z-388.82
304598625,V-456,Người 7822,19C-809.81
572129348,U-528,Người 7823,70W-360.24
952279185,T-148,Người 7824,42E-195.79
445423219,U-955,Người 7825,88C-580.82
841584501,N-483,Người 7826,52E-531.75
656136629,X-264,Người 7827,69Z-455.17
762426158,O-646,Người 7828,69O-207.98
678533788,S-741,Người 7829,54C-528.69
381483226,J-270,Người 7830,87M-313.93
158437937,A-460,Người 7831,24O-626.75
751523067,Y-204,Người 7832,71R-412.34
127135573,R-947,Người 7833,95V-868.45
896144285,P-785,Người 7834,72I-972.60
667846230,K-349,Người 7835,53W-420.92
689770772,W-424,Người 7836,56H-219.81
536796666,P-664,Người 7837,21S-960.89
793068393,Y-177,Người 7838,52T-521.35
566268730,V-839,Người 7839,57A-962.19
622967928,P-606,Người 7840,55P-552.31
386769989,A-837,Người 7841,86K-837.35
477918178,Y-696,Người 7842,20P-409.47
861905318,A-550,Người 7843,52A-433.89
